appid,game_name,slice,recommendationid,steamid,num_games_owned,num_reviews,playtime_forever,playtime_last_two_weeks,playtime_at_review,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
2868840,Slay the Spire 2,bomb_window,225513683,76561199142635619,61,1,8047,810,3677,english,👍,1778797910,1778797910,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225513638,76561198216451101,0,14,1589,0,1589,english,"wonderful game, love the challenge being more than just ""does this have this card have (keyword.)"" when building your deck now, its quite nice.",1778797875,1778797875,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225513612,76561198284317091,240,1,4057,0,3908,english,"Anita Sarkeesian GOD China GOD anyway there´s a reason why the first game is as influential as it is, and it's the same reason why this new one feels so polished, even in such an early stage in its early access development; the reason being mega crit are masters of their craft. good job!",1778797847,1778797847,True,0,0,0.5,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225513591,76561198176522446,0,11,366,0,237,english,"idk, gameplay is good, but very unbalanced. I haven't had any crashes on Linux like some people report, but it's understandable since it's early access.  I haven't tried multiplayer yet. I was planning to gift it to my friends, but there are many complaints saying it's even more unbalanced. So I passed.  From my point of view, there's only one difficulty, and you don't keep upgrades when your life reaches zero. That's just how the gameplay works, I guess. I haven't played the previous games.  Let's say I don't really like the sense of progression and the timeline section. It feels like you're not actually progressing, just losing over and over while unlocking things that don't feel like major upgrades.",1778797829,1778797934,False,1,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225513184,76561198788735809,0,1,3310,0,1108,english,good,1778797514,1778797514,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225512760,76561198164328549,0,11,2121,0,645,english,its just a good game,1778797156,1778797156,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225512290,76561198021053154,0,4,6573,1395,4219,english,"The multiplayer addition alone makes this worth playing over Slay the Spire 1 which was already a fantastic game.  Additionally there are new classes, bosses, relics etc. that all make the game worth every penny.",1778796775,1778796775,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225512240,76561199115441617,0,1,9935,319,4257,english,very good card game. fun deck builder,1778796731,1778796731,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225512222,76561198119238782,166,6,3104,0,3104,english,Wish I would have known they hired a devil for a consultant earlier. Wish I could refund the game.,1778796719,1778796719,False,9,0,0.520800411701202393,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225512099,76561198129727078,63,1,10954,0,8889,english,"It's a great game that is one of those things, where, once it flows, it's impressive and makes a person think. GamerGate is old news. Just play the game.",1778796638,1778796638,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225512091,76561198362286122,0,6,1774,0,1744,english,"Great game, shame about the review bombing. It's well balanced, difficult without being tedious, super satisfying when played well, and paced great to keep you coming back. I'm taking a break until full release but I'd recommend anybody spend the 25 dollars and play it",1778796633,1778796633,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225511783,76561199179733915,0,3,12249,1757,3777,english,easy time killer. if you're into anything like magic the gathering this is for you,1778796378,1778796378,True,1,0,0.522445380687713623,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225511730,76561198401308442,0,2,16193,408,10041,english,AWESOME GAME!!,1778796337,1778796337,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225511612,76561199498719564,31,1,4009,0,2875,english,So fun!,1778796246,1778796246,True,1,0,0.523809552192687988,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225511283,76561198073234682,0,4,3356,0,2411,english,Nothing more to say than what's publicly known,1778795974,1778795974,False,9,0,0.478420257568359375,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225511248,76561197976279896,0,2,8975,406,8407,english,"I’m really enjoying the game so far. It can be quite challenging, with some fights feeling clever and well-balanced, while others feel a bit rough around the edges. Even so, it’s still a blast to play, and the multiplayer mode is very fun.",1778795945,1779395704,True,1,0,0.523809552192687988,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225511186,76561198387951056,404,20,2317,573,1256,english,"Fun game, much harder than the first game, IMO",1778795884,1778795884,True,1,0,0.501519143581390381,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225510909,76561198046479436,0,4,5015,45,4695,english,The one lady,1778795655,1778795655,False,8,0,0.435384094715118408,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225510889,76561198034183353,0,3,2335,105,845,english,"If you like deckbuilders few do it as well as Slay the Spire did. Slay The Spire 2 is for fans of the first game. Play with your friends, its engaging to build something that not only works on it's own but it also has good synergy with your team mate. It's great fun 10/10 would reccomend.",1778795640,1778795640,True,0,0,0.5,0,False,True,True
2868840,Slay the Spire 2,bomb_window,225510748,76561197983734401,0,22,13698,1458,5745,english,Fun and addictive iteration on the first game which I spent ~300 hours in. Definitely tweaks and polishing and a bit of content missing but well worth the money for any fans of the first game or anyone who wants a simple yet complex roguelike deckbuilder.,1778795527,1778795527,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225510553,76561198053456714,0,4,617,0,615,english,Exactly what you'd expect from a sequel/remake. It's just slay the spire but polished up and a heap more content thrown in.,1778795365,1778795365,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225510260,76561198379682659,266,34,5408,0,4904,english,regent is a brat,1778795130,1778795130,True,1,0,0.518518567085266113,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225510157,76561199225190026,0,1,9136,273,5801,english,Genuinely the most peak game. Single player is fascinating with quite literally hundreds of combos and wild interactions. Multiplayer just exponentially increases the fun as well. Go buy ts already.,1778795024,1778795024,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509960,76561198067211242,0,2,2944,0,2345,english,Gamer gate was over a decade ago. People really need to grow the ♥♥♥♥ up.,1778794861,1778794861,True,1,0,0.456431567668914795,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509695,76561198044902544,282,8,2720,0,2591,english,pretty good,1778794658,1778794658,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509694,76561198993702661,40,10,11816,263,8284,english,"The game is very good. I played the first one, and I largely prefer this one over the previous game. If you can play co-op with a friend, it’s really fun. If you think the game might become repetitive, I advise you to try every character and experiment with different deck builds. For the moment, Act 1 is amazing, with two different variations. I hope they will add another one. The downside in the current state of the game is that Act 2 and Act 3 always feel kind of the same, so I hope they will do the same as Act 1 and add more variations to Acts 2 and 3. For now, the game doesn’t have the “true ending,” so please add it.",1778794658,1778794658,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509404,76561198018923862,0,40,3874,371,1226,english,Game is as good as STS1 :),1778794456,1778794456,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509396,76561198840401408,0,5,15455,1189,7473,english,"Still in development, but its really good and the devs are doing their best to give us a good challenge. DO NOT TRUST THE CHINICE REVIEWS",1778794449,1778794449,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509390,76561198054208130,164,47,5036,0,4169,english,amazing game,1778794446,1778794446,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509361,76561198956051019,0,2,6380,0,6380,english,Anita sarkeesian? i wish i could have my money back...,1778794422,1778794422,False,6,0,0.503816783428192139,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509318,76561198066402895,821,10,5527,339,4168,english,Reviewing at 69 hours. Nice. Also a good game.,1778794392,1778794392,True,2,0,0.52173912525177002,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509260,76561197966195265,0,1,13299,0,12618,english,"If people are going to review bomb, I'm going to review build.  Also this game is ♥♥♥♥♥♥♥ awesome.",1778794351,1778794351,True,1,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225509212,76561198034510117,0,2,10947,1825,3732,english,"this game kicks ass, and has a number of new mechanics in it that really build well off slay the spire 1. DEFINITELY a harder game than the first in the series, but i think that's because they tried so much new stuff that working out the kinks is taking a second. love it and can't wait to see the full release!",1778794325,1778794325,True,1,0,0.518518567085266113,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225508596,76561197960359795,0,21,548,0,548,english,You know the who and the why.,1778793862,1778793862,False,8,0,0.52649003267288208,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225508583,76561198077309375,0,1,1828,0,1828,english,"Feels like the charm of the original was ripped out of it. Tons of bugs in both online co-op and single player. Co-op itself feels too easy. The new characters don't feel special. They keep changing the cards from the original game, which makes it jarring, but the new cards are either unoriginal or not that useful. I'd rather just play the original StS1.",1778793857,1778793857,False,4,0,0.503816783428192139,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225508506,76561198023430496,0,5,8912,423,1975,english,"If you liked the original, you'll like this one too. All hail the cheese!",1778793796,1778793796,True,1,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225508256,76561198258087897,228,11,2470,0,2186,english,"It’s sad to see this gem of a game be review bombed. There is some good negative criticism but it’s over shadowed by insecure men. If you like deck building games and are looking for a game that will challenge you, buy it.",1778793618,1778795093,True,0,0,0.476190477609634399,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225507427,76561199196269974,0,7,5900,202,4800,english,"good game, lots of fun, and enjoyed the multiplier mode and the extra cards it adds.",1778793015,1778793015,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225507362,76561198284272117,43,1,15832,765,9975,english,"Great Game! Has a LOT more content than the first one. More relics, more chracters, more cards, albeit less balanced (but that is expected in an early access title). And the multiplayer is a blast to play. Updates are frequent, and the devs are transparent about their thought process / direction. It is a worthy successor, highly recommend!",1778792965,1778792965,True,0,0,0.5,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225506961,76561198724983867,0,1,3822,0,3822,english,Anita Sarkeesian,1778792672,1778792672,False,9,0,0.50015568733215332,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225506885,76561198057612077,0,26,3214,0,2438,english,"If you liked Slay the Spire 1, you'll love Slay the Spire 2.",1778792620,1778792620,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225506809,76561197961509326,6860,119,9879,2314,400,english,"It's quite similar to slay the spire 1, which makes it one of the best games of all time.   It's also somewhat different and the differences aren't bad.  I do be sad that there are barely any upgrades that reduce the cost of cards but it just forces me to think about building decks in a different way than I did most of the time in STS1.   Buy it now, not later, so you can play multiplayer with your friends.",1778792563,1778792563,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225506504,76561199302958624,188,14,12172,0,11955,english,"This game is so much fun to try your hand at! This game tweaks the formula from the original slightly, on top of introducing more than a handful of new mechanics to spice up the gameplay! If you liked the first *at all*, I would highly recommend giving this game a try!",1778792319,1778792319,True,1,0,0.518518567085266113,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225506119,76561199107213595,0,2,10574,18,7077,english,"wonderful game as a sequel and in its own right, adds on to sts1 in every way, only getting better through the early access period",1778792060,1778792060,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225505606,76561198293581806,131,1,3379,0,3379,english,I didn't know the devs were playing a Corruption build in real life.,1778791661,1778791661,False,1,0,0.440606296062469482,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225505278,76561198027912666,563,22,4492,99,1962,english,Very enjoyable. Great deckbuilding and way better visuals and athmosphere then the first game,1778791427,1778791427,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225505073,76561199513086053,0,3,7279,0,7279,english,"As a player who came to *Slay the Spire* for pure gameplay, smart design, and a community built around strategy rather than culture-war controversy, I find Mega Crit’s decision to credit Anita Sarkeesian as a consultant completely unacceptable.  This feels like a direct betrayal of the player base. People supported *Slay the Spire* because it was an excellent game, not because they wanted ideological activists brought into the development process. Whether her role was large or small, the fact that Mega Crit chose to associate the sequel with such a divisive figure shows a serious lack of respect for the community that made this franchise successful.  Players are not wrong to be angry. We are tired of studios taking trust, money, and goodwill from core gamers, then quietly bringing in controversial consultants whose public reputation is inseparable from years of hostility toward gaming culture. Mega Crit had something rare: a game respected almost entirely for its mechanics, replayability, balance, and design. Dragging that into political and ideological baggage is reckless, arrogant, and unnecessary.  This is not what I supported. This is not what many long-time players wanted. If Mega Crit wants the trust of its audience, it should be transparent about why this consultant was involved, what influence she had, and why the studio thought this was acceptable.  Until then, this decision deserves serious backlash. *Slay the Spire 2* should be made for the players who love the game, not for consultants and activist influence that many of those players strongly reject.",1778791269,1778791269,False,12,2,0.502137601375579834,3,True,False,True
2868840,Slay the Spire 2,bomb_window,225505036,76561198107231733,50,4,15873,1503,8159,english,its fun,1778791249,1778791249,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225504787,76561198047388400,0,6,10737,1114,6891,english,I do not support hiring a person that hates men and their hobbies.,1778791069,1778791069,False,13,2,0.540819048881530762,3,True,False,True
2868840,Slay the Spire 2,bomb_window,225504593,76561197966516194,121,20,12374,2134,5741,english,IT A VERY GOOD YES,1778790935,1778790935,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225504580,76561198066553422,0,39,2230,0,2230,english,"A really excellent expansion on all the concepts in the first game. One of the very few early access titles I've grabbed, and I have zero regrets. Ignore the inbred incel morons review bombing the game because a woman worked on it; if you enjoyed the first one you'll love this one.",1778790927,1778790927,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225504221,76561199428018949,0,2,12458,1,10481,english,This is quite literally the best game ever made.,1778790688,1778790688,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225503771,76561199136174502,45,14,9546,0,9546,english,bad,1778790392,1778790392,False,1,0,0.498922109603881836,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225503487,76561198302497199,0,1,7184,92,5499,english,This game is such a great addition to anyone who loves magic or card games. Easily the best $25 i've spent.,1778790185,1778790185,True,0,0,0.5,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225503331,76561198732754827,0,1,21279,186,18632,english,fun game.,1778790080,1778790080,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225503235,76561198092160205,146,13,2057,0,1376,english,"Extremely addictive Very punishing Co-op is amazing  10/10",1778790022,1778790022,True,3,0,0.547810554504394531,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225502897,76561198039176724,484,14,9305,10,5248,english,"Honestly, once this gets workshop its going to be insane, but already I find it really fun, I think the studio outdid itself when making this, when its so amazing in Early Access,  Even the team is working hard to balance this and I respect it.  I might not be the best at the game, but it feels great and they kept it true to the first game, I strongly recommend buying this game!  Its also one of the rare games that you can see if you're going to enjoy in the first hour, so if its not for you, its not for you, refund it if you must. But it hits all the keys for me <3",1778789795,1778789795,True,1,0,0.523809552192687988,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225502873,76561198022023963,0,2,5490,42,1033,english,sts2 so peak if you don't got a dumb ♥♥♥♥♥ in your ear telling you it's woke or some ♥♥♥♥♥♥♥♥,1778789776,1778789776,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225502781,76561198041394785,262,2,9322,0,8702,english,"they diden't lern anything from the last game, 50% of the cards are playeble and the others are useless. so baseicly you have 2-3 decks archetypes you can make for each charecter that are viable, and thats it. otherwise you need to pray for the events and combat encounters and relic drops to go your way or you'r scrawed. makes the game very boring and takes all the fun out of it. elites are way too powerfull and its not worth fighting them you loss too much resources. you also need a spacific deck for each one of them to not use all your potions and loss all your hp, same for the bosses in the game. on another note theres a certain person that consulted this game that if i knew was related to it in any way i would have never purchased the game. i don't think the dev's care about the players at all, that's the last dollar mega crit gets out of me.",1778789705,1778789705,False,2,1,0.476190477609634399,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225502527,76561199035693315,0,7,20422,3581,8508,english,"STS2 is like walking to a Taco Bell. Food is decent, sometimes spicy. There are many choices on the menu, but you know there are actually limited option there, since the other ones will guarantee you diarrhea. After using the bathroom there, you wanted to talk with the manager about a hygiene issue found in the bathroom, but then you recognize he was the one went before you and didn't even wash his hands on the way out. You are starting to question your life choices. On your way out, some crackhead start to yell at you....  I would not say much if I am receiving taco bell product at taco bell prices, but I am paying Olive Garden price for this game. I love this game, but this game is not Olive Garden level yet. I wish it will be, and I hope it will go beyond Olive Garden level someday.",1778789535,1778789535,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225502362,76561198004925142,1040,41,2944,0,2849,english,Great sequel. everyone who liked the original will love this.,1778789431,1778789431,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225502097,76561198098155551,393,2,11129,0,10498,english,all around banger,1778789243,1778789243,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225501236,76561199236681865,0,13,111,0,111,english,Worse than the first honestly and I am not a fan of the first. Once again reject/orb guy is incredibly broken and can solo the game easily whilst the other characters suck badly. also with recent controversy you should put your shillings elsewhere,1778788658,1778788658,False,4,0,0.46709635853767395,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225501119,76561198092495044,0,2,6748,731,1820,english,the best,1778788585,1778788585,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225501099,76561198086977960,694,10,4669,47,4363,english,One of the best games i’ve ever played,1778788573,1778788573,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225501039,76561198039521357,0,1,243,0,243,english,gamer gate,1778788525,1778788525,False,5,0,0.443986505270004272,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225500822,76561199066197822,0,3,8405,791,6790,english,"Game is amazing and truly worthy of being called a sequel. The artwork and overall graphical improvements are staggering compared to the first title. Gameplay feels engaging and diverse between the characters. The sweeping changes to Ancient rewards rather than Boss rewards generates much more variety across runs. That paired with more unique events creates an even crazier melting pot of madness than the first just waiting to be stirred.   The game remains in early access as I write this review, but that has not hindered the game in the slightest. While future polish will improve what is already here, the game remains enjoyable to play and lacks glaring flaws that plaque other early access titles. This game is a blast whether solo or with friends!",1778788356,1778788356,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225500762,76561198098539832,0,21,10534,0,7375,english,great card rogue like,1778788314,1778788314,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225500590,76561198202229697,0,2,31146,2416,21285,english,Excellent fun,1778788196,1778788196,True,0,1,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225500556,76561198016301384,274,16,10280,0,9187,english,"it's fun, it's addictive. it's easy in the beginning. and then the ''fun'' begins.   The first ascensions ar easy and fun, but still you get that RNG crap, as with all 'random card draw' games, the pathways are useless. you choose the enemy infested, you will die.   I still stick with the same idea, that if a game has unavoidable damage to the player, it's bad game design (yes, even in higher ascensions (8-10)).  The first act is a timewaster filler. that I'm sure the devs will never change.  I would love a mod where I can roll or choose a path from act 1 and get the rewards from it by fighting only the last boss. the rest is tedious and boring. and if you get ♥♥♥♥ RNG with drops and enemies, you just wasted your time with the run.",1778788175,1778788175,False,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225500217,76561198040014711,0,60,2459,0,2272,english,"I've gotten nearly 38 hours out of it while it's in EA, and while I'm just about done withe the game emotionally I suspect I'll get in another 5-7, if only to try and get the last of the timeline unlocks I have access to right now.  The game is incredibly polished (I'm not saying ""balanced"", I'm saying ""polished"" here, to be clear) and I really appreciate it for that. Being able to check the minimap/my deck/discard/draw/exhaust piles at pretty much any time, even while choosing options for ability is A) super helpful and B) ticks me off when I can't do it in other games, and when you're one hit away from killing an enemy the game letting you ""queue up"" an attack as it draws your hand for the turn is super nice as well.  The thing that has thrown me off is that at time of writing I find the game HARD. In StS1 I could reasonably expect to make it to Act 2 or 3s final boss pretty regularly, even if I made a mistake or two along the way. I pretty regularly have trouble making it past the boss of the first Act, and in some cases past the ELITEs of the first act in StS2. Thank you in advance, I am aware I should git gudd.  My personal theory/feeling is that this is due to how encounters work in StS2.  In StS1 I felt like most enemy encounters were relatively static: they presented a relatively fixed threat level. If you could block for ""x"" you could mitigate most of the threat, and eventually take them down without taking too much damage. This wasn't always the case, notably the cultists using Ritual, some(most?) elites and obviously the bosses,  but most encounters didn't feel like they scaled inside of the encounter itself.  In StS2 enemies that don't have a way to give themselves permanent boosts to strength are, I believe, at least less common than enemies that can't. I want to say ""enemies that can't buff themselves are the [i]exception[/i]"" but I don't want to risk being hyperbolic. This means most encounters are a race not to beat a relatively consistent threat, but against snowballs that will inevitably outscale anything you can reasonably handle outside of infinite or meme builds.  My lightbulb moment was fighting the Sewer Clam, which on Turn 7 was swinging at me with +12 strength. It was the fourth encounter on Act 1, a regular enemy room. After digging further into it the wiki suggests that the claim gives itself +4 strength every other turn, which matches my experience. What throws me for a loop is comparing this against Donu and Deca, Act 3 bosses from StS1. Donu [i]also[/i] buffs himself (and Deca), permanent increasing their strength every other turn. By [i]3[/i]. A random mook on the first act of the second game has a stronger permanent self-buff than a boss of Act 3 of the first game. I am aware of the fact that the extra damage is scarier on Donu/Deca because they each hit twice, it's still wild to me, and acts as a great microcosm of my experience with lot of the game's encounter design.  So yeah, game is polished already, in EA so I expect balance will get there, and I've gotten my money's worth, so it gets a thumbs up, but I'd probably have enjoyed it more as a full release and EA has kinda put me off of it. I might finish my timeline as it exists for ""completion"" but I probably won't revisit it on full release.",1778787955,1778796839,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225500080,76561198218652325,199,14,8609,645,5357,english,Fun,1778787864,1778787864,True,1,0,0.52173912525177002,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225500070,76561198370035348,0,9,6173,0,5082,english,it has some replayability and its getting updates,1778787853,1778787853,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225499108,76561198031160864,0,1,28956,0,28240,english,They took the best deck builder video game (Slay the Spire 1) and improved it in every single aspect. Looking forward to the full release!,1778787200,1778787200,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225498606,76561198065871825,0,9,4405,0,2190,english,:),1778786908,1778786908,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225497837,76561198191053167,0,3,457,0,383,english,Great game when you don't have an incel person yelling in your ear about someone in the credits.,1778786397,1778786397,True,2,0,0.5,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225497599,76561198120059801,79,8,2627,68,696,english,so much fun w friends. we played 10 hours straight the first time we played :D,1778786218,1778786218,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225497259,76561198428512135,0,7,55089,0,29383,english,Great addition to the series,1778785974,1778785974,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225496456,76561198181685107,0,3,784,0,401,english,.,1778785371,1778785371,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225495879,76561197962101931,0,28,828,0,828,english,"Game is mid, STS1 is better.",1778784990,1778784990,False,4,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225495666,76561197975174320,0,167,868,0,868,english,"Fun, but the fun wanes when the tedium creeps in on the 15th+ run.  Needs serious balancing first. Come back when it's done.",1778784828,1778784828,False,3,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225495608,76561198079603770,0,2,7876,0,4109,english,Very Good,1778784785,1778784785,True,0,0,0.476190477609634399,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225495526,76561199026550650,55,6,3482,0,3387,english,"Never be arrogant, I really don't like such the attitude of this game studio. It seems they have forgotten who once put them on the award stage. Now they have even invited somebody notorious to sever as their game advisor. Isn't is necessary to incorporate their ""WONDERFUL"" gender dichotomy into such a strategy game as well?  Very funny game!!  XD",1778784723,1778784723,False,8,1,0.379061371088027954,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225494692,76561198074838190,0,1,20721,5335,1692,english,great next installment.  probably too fun ive played way too  many hours,1778784137,1778784137,True,0,0,0.476190477609634399,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225494503,76561198206120752,0,11,8607,93,5995,english,"This game is tough, to be sure, but it's a lot of fun, especially when you get a crazy deck going.  So... why all the bad reviews?  * Balance issues/glitches That can be frustrating, sure, but the game's still early access. Give it time, leave feedback through the proper channels, and it'll get better. * Anita Sarkeesian ... Okay, now you guys are being a bunch of crybabies. You don't have to like her or agree with her politically, and if she actively worsened the game, that'd be one thing, but did she? Really ask yourselves that. Did she actively make the game worse, or are you just mad she's in the credits?",1778784007,1778784007,True,3,0,0.545454561710357666,0,False,True,True
2868840,Slay the Spire 2,bomb_window,225494280,76561198043592080,0,13,7543,732,4644,english,Brother - its perfect,1778783852,1778783852,True,0,0,0.476190477609634399,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225494064,76561197999011979,0,15,6563,120,1621,english,Not that different from the first game - which is a bit disappointing but also mean that it's also a good game! Like the first was!,1778783695,1778783695,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225493812,76561197966784320,0,10,901,0,901,english,"Initially fun, but did go downhill fairly quickly (would refund if I still could)",1778783540,1778783540,False,5,0,0.469160079956054688,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225493204,76561198102792254,256,15,12817,157,7444,english,I love women,1778783116,1778783116,True,1,0,0.522058844566345215,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225492897,76561198992840650,0,3,9835,835,7194,english,Just give it the game of the year award right now,1778782889,1778782889,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225492792,76561198151723334,0,2,265,0,265,english,Anita Sarkeesian.,1778782802,1778782802,False,7,0,0.447182714939117432,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225491818,76561197973337322,0,18,4575,0,4530,english,Oh i heard you guys hired an evil demon huh?,1778782075,1778782075,False,6,0,0.490581750869750977,3,True,False,True
2868840,Slay the Spire 2,bomb_window,225491812,76561199034156324,47,1,5600,63,3628,english,"Game is GOATED, dont trust the bad reviews. TRUST",1778782071,1778782071,True,0,0,0.495376497507095337,0,False,False,True
2868840,Slay the Spire 2,bomb_window,225491698,76561198013673988,0,2,14936,0,7731,english,Best card game!,1778781981,1778781981,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225491627,76561198026673423,0,4,5837,0,5637,english,"Sick Game, great sequel.",1778781933,1778781933,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225491321,76561198017122552,0,1,27641,1542,18752,english,"Great sequel to StS1 with interesting new cards and mechanics. The animations/art is gorgeous and occasionally horrifying. It also added multiplayer, which is the only thing I desperately wanted from StS1.  Unfortunately, this game is testing my marriage. I'm doing all the emotional labor in this marriage. I'm the one always asking for a Huddle Up to Coordinate, Rally him when he's feeling down, give him a Lift when he's tired, try to be his Beacon of Hope. I prioritize my Block cards and all he does is Mimic me while I'm out here Intercepting everything coming his way. Meanwhile, he doesn't Believe In Me at all and I'm just drained of all my energy at the end of the day.  He doesn't even wait to play cards because he's ignoring my Vulnerable moments.  I'm considering a divorce.",1778781701,1778781701,True,1,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225490931,76561198276394747,0,1,5119,0,3882,english,"An improvement over the old game which was already perfect and infinitely replayable. The multi player mode is excellent. Maybe not perfectly balanced. Hard to say. However, for a game in early access it is hard to imagine what can be improved.",1778781389,1778781389,True,0,0,0.5,0,True,False,True
2868840,Slay the Spire 2,bomb_window,225490921,76561197997278844,0,11,12002,154,7953,english,Good game,1778781383,1778781383,True,0,0,0.5,0,True,False,True
